TrialNumber#from#to#ran#order#trial_data
1#1#2#1.0#0.0#[[1, 1, 3], [3, 2, 0], [0, 2, 4], [4, 2, 1], [1, 1, 4], [4, 0, 5], [5, 2, 4], [4, 2, 1], [1, 1, 5], [5, 1, 3], [3, 1, 4], [4, 0, 3], [3, 2, 5], [5, 1, 4], [4, 0, 3], [3, 0, 0], [0, 1, 3], [3, 0, 0], [0, 1, 3], [3, 1, 4], [4, 0, 5], [5, 2, 2]]
2#1#2#1.0#1.0#[[1, 1, 3], [3, 1, 4], [4, 0, 5], [5, 2, 2]]
3#0#1#1.0#2.0#[[0, 2, 4], [4, 0, 3], [3, 1, 0], [0, 0, 5], [5, 2, 4], [4, 0, 3], [3, 2, 0], [0, 2, 4], [4, 1, 5], [5, 2, 2], [2, 2, 5], [5, 1, 4], [4, 1, 5], [5, 0, 3], [3, 1, 4], [4, 1, 5], [5, 2, 2], [2, 0, 4], [4, 0, 3], [3, 2, 5], [5, 1, 4], [4, 1, 5], [5, 2, 2], [2, 2, 5], [5, 1, 4], [4, 0, 5], [5, 2, 2], [2, 2, 4], [4, 2, 1]]
4#1#2#1.0#3.0#[[1, 0, 3], [3, 2, 5], [5, 2, 2]]
5#2#0#1.0#4.0#[[2, 0, 3], [3, 1, 4], [4, 0, 3], [3, 0, 0]]
6#0#1#1.0#5.0#[[0, 2, 4], [4, 0, 1]]
7#0#1#1.0#6.0#[[0, 2, 4], [4, 0, 1]]
8#0#1#1.0#7.0#[[0, 1, 3], [3, 0, 4], [4, 0, 3], [3, 2, 5], [5, 1, 2], [2, 2, 5], [5, 0, 2], [2, 2, 5], [5, 1, 4], [4, 0, 1]]
9#1#2#1.0#8.0#[[1, 0, 3], [3, 1, 4], [4, 1, 5], [5, 2, 2]]
10#0#1#1.0#9.0#[[0, 2, 4], [4, 0, 3], [3, 2, 5], [5, 1, 3], [3, 2, 5], [5, 0, 2], [2, 2, 5], [5, 0, 3], [3, 0, 0], [0, 0, 3], [3, 1, 4], [4, 0, 3], [3, 1, 0], [0, 1, 3], [3, 1, 4], [4, 0, 3], [3, 2, 5], [5, 0, 3], [3, 0, 0], [0, 1, 4], [4, 0, 3], [3, 1, 4], [4, 0, 3], [3, 0, 0], [0, 1, 3], [3, 1, 4], [4, 0, 1]]
11#1#2#1.0#10.0#[[1, 2, 4], [4, 0, 1], [1, 2, 4], [4, 0, 3], [3, 0, 0], [0, 1, 3], [3, 0, 0], [0, 0, 5], [5, 2, 2]]
12#0#1#1.0#11.0#[[0, 1, 3], [3, 2, 5], [5, 0, 3], [3, 0, 0], [0, 1, 3], [3, 0, 5], [5, 2, 2], [2, 0, 4], [4, 0, 3], [3, 2, 0], [0, 2, 4], [4, 0, 5], [5, 2, 3], [3, 2, 5], [5, 1, 3], [3, 1, 0], [0, 1, 3], [3, 2, 5], [5, 0, 3], [3, 1, 0], [0, 2, 4], [4, 0, 3], [3, 0, 0], [0, 0, 4], [4, 0, 3], [3, 1, 0], [0, 2, 3], [3, 0, 0], [0, 0, 3], [3, 1, 0], [0, 2, 4], [4, 0, 3], [3, 1, 4], [4, 0, 3], [3, 1, 4], [4, 0, 3], [3, 2, 5], [5, 1, 4], [4, 0, 3], [3, 1, 4], [4, 0, 3], [3, 1, 0], [0, 1, 3], [3, 1, 4], [4, 0, 3], [3, 1, 4], [4, 0, 3], [3, 1, 4], [4, 0, 1]]
13#1#2#1.0#12.0#[[1, 1, 5], [5, 2, 2]]
14#2#0#1.0#13.0#[[2, 1, 3], [3, 0, 0]]
15#1#2#1.0#14.0#[[1, 0, 3], [3, 2, 5], [5, 2, 4], [4, 1, 5], [5, 2, 2]]
16#1#2#1.0#15.0#[[1, 0, 3], [3, 2, 5], [5, 2, 2]]
17#0#1#1.0#16.0#[[0, 1, 4], [4, 0, 1]]
18#2#0#1.0#17.0#[[2, 0, 5], [5, 2, 4], [4, 1, 3], [3, 0, 0]]
19#2#0#1.0#18.0#[[2, 1, 3], [3, 0, 0]]
20#0#1#1.0#19.0#[[0, 1, 3], [3, 2, 5], [5, 2, 2], [2, 0, 5], [5, 0, 3], [3, 2, 0], [0, 1, 3], [3, 2, 0], [0, 2, 5], [5, 2, 2], [2, 2, 5], [5, 2, 4], [4, 0, 5], [5, 0, 3], [3, 0, 4], [4, 0, 3], [3, 2, 5], [5, 0, 3], [3, 1, 4], [4, 0, 3], [3, 0, 0], [0, 2, 4], [4, 0, 3], [3, 0, 5], [5, 1, 4], [4, 0, 3], [3, 1, 4], [4, 0, 3], [3, 1, 4], [4, 0, 3], [3, 2, 5], [5, 0, 3], [3, 1, 4], [4, 0, 3], [3, 0, 5], [5, 1, 3], [3, 0, 0], [0, 1, 3], [3, 1, 5], [5, 1, 4], [4, 0, 3], [3, 2, 0], [0, 1, 3], [3, 0, 0], [0, 2, 4], [4, 0, 3], [3, 0, 0], [0, 1, 4], [4, 0, 3], [3, 2, 5], [5, 2, 4], [4, 0, 3], [3, 2, 5], [5, 2, 2], [2, 1, 3], [3, 0, 5], [5, 1, 4], [4, 0, 3], [3, 2, 5], [5, 0, 4], [4, 0, 3], [3, 0, 0], [0, 1, 3], [3, 0, 0], [0, 1, 3], [3, 0, 0], [0, 0, 5], [5, 1, 4], [4, 0, 3], [3, 0, 5], [5, 2, 2], [2, 2, 5], [5, 1, 4], [4, 0, 3], [3, 1, 4], [4, 0, 5], [5, 2, 2], [2, 0, 4], [4, 0, 3], [3, 0, 0], [0, 2, 4], [4, 0, 3], [3, 0, 5], [5, 1, 3], [3, 0, 0], [0, 1, 4], [4, 0, 3], [3, 0, 0], [0, 2, 4], [4, 0, 3], [3, 1, 4], [4, 0, 3], [3, 1, 4], [4, 0, 3], [3, 1, 4], [4, 0, 1]]
21#2#0#1.0#20.0#[[2, 1, 4], [4, 1, 5], [5, 0, 3], [3, 0, 0]]
22#2#0#1.0#21.0#[[2, 0, 5], [5, 2, 4], [4, 1, 5], [5, 0, 3], [3, 0, 4], [4, 0, 3], [3, 0, 0]]
23#1#2#1.0#22.0#[[1, 1, 5], [5, 2, 2]]
24#0#1#1.0#23.0#[[0, 0, 5], [5, 0, 4], [4, 1, 5], [5, 1, 3], [3, 1, 4], [4, 0, 3], [3, 1, 0], [0, 1, 5], [5, 2, 4], [4, 0, 3], [3, 1, 4], [4, 0, 1]]
25#2#0#1.0#24.0#[[2, 0, 3], [3, 0, 5], [5, 1, 4], [4, 2, 1], [1, 2, 4], [4, 2, 5], [5, 2, 4], [4, 2, 1], [1, 2, 4], [4, 1, 3], [3, 0, 0]]
26#2#0#1.0#25.0#[[2, 1, 3], [3, 0, 0]]
27#2#0#1.0#26.0#[[2, 0, 4], [4, 0, 1], [1, 2, 4], [4, 0, 3], [3, 0, 5], [5, 2, 2], [2, 0, 4], [4, 2, 5], [5, 1, 4], [4, 0, 3], [3, 0, 0]]
28#1#2#1.0#27.0#[[1, 1, 5], [5, 2, 2]]
29#0#1#1.0#28.0#[[0, 1, 3], [3, 0, 4], [4, 0, 5], [5, 1, 3], [3, 0, 5], [5, 1, 4], [4, 0, 3], [3, 0, 0], [0, 0, 5], [5, 1, 4], [4, 0, 3], [3, 1, 0], [0, 0, 5], [5, 1, 4], [4, 2, 1]]
30#1#2#1.0#29.0#[[1, 1, 5], [5, 2, 2]]
31#0#1#1.0#30.0#[[0, 1, 4], [4, 0, 1]]
32#2#0#1.0#31.0#[[2, 1, 3], [3, 0, 0]]
