TrialNumber#from#to#ran#order#trial_data
1#1#2#1.0#0.0#[[1, 0, 4], [4, 0, 3], [3, 0, 5], [5, 0, 2]]
2#0#1#1.0#1.0#[[0, 1, 5], [5, 2, 3], [3, 0, 5], [5, 2, 3], [3, 0, 5], [5, 2, 3], [3, 2, 4], [4, 1, 3], [3, 0, 5], [5, 1, 4], [4, 0, 1]]
3#1#2#1.0#2.0#[[1, 1, 3], [3, 0, 4], [4, 1, 3], [3, 1, 0], [0, 1, 4], [4, 2, 5], [5, 2, 3], [3, 0, 5], [5, 0, 2]]
4#2#0#1.0#3.0#[[2, 1, 4], [4, 0, 3], [3, 2, 4], [4, 2, 3], [3, 2, 0]]
5#2#0#1.0#4.0#[[2, 0, 5], [5, 0, 2], [2, 1, 3], [3, 2, 4], [4, 1, 3], [3, 2, 5], [5, 0, 2], [2, 1, 3], [3, 2, 4], [4, 2, 3], [3, 2, 4], [4, 2, 5], [5, 0, 2], [2, 1, 3], [3, 2, 0]]
6#1#2#1.0#5.0#[[1, 1, 4], [4, 0, 1], [1, 0, 5], [5, 0, 2]]
7#0#1#1.0#6.0#[[0, 1, 3], [3, 1, 0], [0, 0, 4], [4, 0, 1]]
8#2#0#1.0#7.0#[[2, 0, 4], [4, 0, 5], [5, 2, 3], [3, 2, 0]]
9#0#1#1.0#8.0#[[0, 0, 3], [3, 1, 0], [0, 0, 3], [3, 1, 4], [4, 0, 1]]
10#0#1#1.0#9.0#[[0, 1, 3], [3, 2, 4], [4, 0, 5], [5, 1, 2], [2, 2, 3], [3, 0, 5], [5, 2, 3], [3, 2, 0], [0, 2, 5], [5, 0, 3], [3, 2, 0], [0, 0, 4], [4, 0, 1]]
11#2#0#1.0#10.0#[[2, 1, 4], [4, 1, 3], [3, 2, 4], [4, 2, 5], [5, 1, 4], [4, 2, 3], [3, 2, 4], [4, 0, 1], [1, 1, 3], [3, 2, 4], [4, 2, 5], [5, 2, 3], [3, 2, 4], [4, 1, 3], [3, 2, 5], [5, 0, 2], [2, 1, 4], [4, 2, 5], [5, 0, 4], [4, 2, 3], [3, 2, 4], [4, 2, 5], [5, 1, 3], [3, 2, 4], [4, 2, 3], [3, 2, 4], [4, 2, 5], [5, 1, 4], [4, 0, 1], [1, 1, 5], [5, 0, 3], [3, 2, 4], [4, 0, 1], [1, 1, 5], [5, 0, 2], [2, 1, 4], [4, 1, 1], [1, 2, 4], [4, 0, 5], [5, 2, 2], [2, 1, 4], [4, 2, 5], [5, 0, 3], [3, 2, 4], [4, 0, 1], [1, 1, 5], [5, 2, 3], [3, 2, 0]]
12#2#0#1.0#11.0#[[2, 2, 3], [3, 2, 4], [4, 2, 3], [3, 2, 0]]
13#2#0#1.0#12.0#[[2, 1, 4], [4, 0, 1], [1, 0, 5], [5, 0, 2], [2, 1, 4], [4, 1, 1], [1, 2, 4], [4, 1, 3], [3, 2, 4], [4, 1, 3], [3, 2, 4], [4, 2, 5], [5, 2, 3], [3, 2, 0]]
14#0#1#1.0#13.0#[[0, 2, 4], [4, 0, 1]]
15#2#0#1.0#14.0#[[2, 0, 5], [5, 0, 2], [2, 1, 5], [5, 1, 4], [4, 2, 5], [5, 2, 3], [3, 2, 4], [4, 0, 1], [1, 2, 4], [4, 2, 5], [5, 0, 2], [2, 1, 5], [5, 0, 3], [3, 2, 4], [4, 1, 3], [3, 2, 5], [5, 0, 2], [2, 2, 3], [3, 2, 4], [4, 2, 5], [5, 0, 2], [2, 2, 4], [4, 1, 3], [3, 2, 0]]
16#0#1#1.0#15.0#[[0, 2, 4], [4, 0, 3], [3, 2, 4], [4, 0, 1]]
17#1#2#1.0#16.0#[[1, 0, 5], [5, 0, 4], [4, 0, 1], [1, 0, 4], [4, 2, 5], [5, 0, 3], [3, 0, 5], [5, 0, 3], [3, 1, 0], [0, 2, 4], [4, 0, 1], [1, 2, 4], [4, 2, 5], [5, 0, 3], [3, 0, 5], [5, 0, 2]]
18#2#0#1.0#17.0#[[2, 0, 3], [3, 2, 4], [4, 2, 3], [3, 2, 0]]
19#2#0#1.0#18.0#[[2, 1, 4], [4, 2, 1], [1, 1, 3], [3, 2, 5], [5, 2, 3], [3, 2, 4], [4, 1, 3], [3, 2, 4], [4, 0, 3], [3, 2, 4], [4, 2, 5], [5, 2, 3], [3, 2, 4], [4, 1, 3], [3, 2, 4], [4, 1, 1], [1, 0, 5], [5, 0, 2], [2, 1, 4], [4, 1, 3], [3, 2, 5], [5, 0, 2], [2, 1, 4], [4, 1, 1], [1, 1, 3], [3, 2, 4], [4, 0, 5], [5, 2, 3], [3, 2, 4], [4, 0, 1], [1, 0, 5], [5, 2, 4], [4, 0, 5], [5, 1, 4], [4, 1, 3], [3, 2, 4], [4, 1, 5], [5, 1, 4], [4, 1, 3], [3, 2, 4], [4, 1, 3], [3, 2, 4], [4, 2, 5], [5, 2, 3], [3, 2, 4], [4, 0, 1], [1, 1, 3], [3, 2, 0]]
20#0#1#1.0#19.0#[[0, 2, 4], [4, 0, 1]]
21#1#2#1.0#20.0#[[1, 0, 5], [5, 0, 2]]
22#2#0#1.0#21.0#[[2, 1, 4], [4, 1, 3], [3, 1, 0]]
23#0#1#1.0#22.0#[[0, 2, 4], [4, 0, 5], [5, 2, 3], [3, 2, 4], [4, 0, 1]]
24#2#0#1.0#23.0#[[2, 2, 3], [3, 1, 5], [5, 0, 2], [2, 1, 4], [4, 1, 5], [5, 1, 4], [4, 1, 5], [5, 0, 4], [4, 2, 3], [3, 1, 5], [5, 0, 2], [2, 0, 5], [5, 1, 4], [4, 2, 3], [3, 1, 0]]
25#0#1#1.0#24.0#[[0, 1, 5], [5, 0, 2], [2, 0, 3], [3, 2, 4], [4, 0, 1]]
26#2#0#1.0#25.0#[[2, 0, 5], [5, 2, 3], [3, 1, 0]]
27#0#1#1.0#26.0#[[0, 1, 5], [5, 0, 2], [2, 1, 4], [4, 0, 1]]
28#1#2#1.0#27.0#[[1, 0, 4], [4, 2, 1], [1, 1, 4], [4, 2, 3], [3, 1, 0], [0, 0, 4], [4, 0, 1], [1, 2, 4], [4, 2, 5], [5, 0, 3], [3, 2, 5], [5, 0, 2]]
29#0#1#1.0#28.0#[[0, 0, 3], [3, 2, 4], [4, 0, 1]]
30#2#0#1.0#29.0#[[2, 1, 4], [4, 2, 5], [5, 2, 3], [3, 1, 0]]
31#2#0#1.0#30.0#[[2, 0, 5], [5, 0, 2], [2, 1, 3], [3, 1, 5], [5, 1, 4], [4, 1, 3], [3, 1, 0]]
32#1#2#1.0#31.0#[[1, 0, 4], [4, 0, 1], [1, 0, 5], [5, 0, 4], [4, 0, 5], [5, 0, 2]]
33#2#0#1.0#32.0#[[2, 1, 4], [4, 1, 3], [3, 1, 0]]
34#0#1#1.0#33.0#[[0, 2, 4], [4, 0, 1]]
35#2#0#1.0#34.0#[[2, 1, 4], [4, 2, 5], [5, 0, 3], [3, 1, 5], [5, 0, 3], [3, 1, 0]]
36#0#1#1.0#35.0#[[0, 1, 3], [3, 1, 0], [0, 2, 4], [4, 0, 3], [3, 2, 5], [5, 1, 4], [4, 0, 5], [5, 2, 3], [3, 0, 5], [5, 2, 3], [3, 1, 5], [5, 1, 4], [4, 0, 1]]
37#0#1#1.0#36.0#[[0, 1, 3], [3, 0, 5], [5, 1, 4], [4, 0, 3], [3, 0, 4], [4, 0, 1]]
38#0#1#1.0#37.0#[[0, 0, 3], [3, 1, 0], [0, 2, 4], [4, 0, 1]]
39#1#2#1.0#38.0#[[1, 2, 4], [4, 2, 3], [3, 1, 4], [4, 1, 3], [3, 0, 5], [5, 0, 2]]
40#1#2#1.0#39.0#[[1, 1, 4], [4, 2, 5], [5, 0, 2]]
41#1#2#1.0#40.0#[[1, 0, 5], [5, 0, 2]]
42#0#1#1.0#41.0#[[0, 2, 4], [4, 0, 5], [5, 1, 4], [4, 0, 1]]
43#1#2#1.0#42.0#[[1, 2, 5], [5, 0, 2]]
44#1#2#1.0#43.0#[[1, 1, 3], [3, 0, 5], [5, 0, 3], [3, 1, 4], [4, 1, 3], [3, 0, 5], [5, 0, 2]]
45#1#2#1.0#44.0#[[1, 0, 5], [5, 0, 3], [3, 0, 4], [4, 2, 5], [5, 0, 2]]
46#2#0#1.0#45.0#[[2, 2, 3], [3, 1, 0]]
47#2#0#1.0#46.0#[[2, 0, 5], [5, 1, 4], [4, 2, 5], [5, 1, 3], [3, 1, 0]]
48#1#2#1.0#47.0#[[1, 2, 3], [3, 0, 4], [4, 0, 1], [1, 1, 4], [4, 0, 5], [5, 0, 2]]
49#0#1#1.0#48.0#[[0, 2, 4], [4, 0, 5], [5, 2, 3], [3, 0, 5], [5, 2, 2], [2, 2, 3], [3, 2, 4], [4, 0, 1]]
50#2#0#1.0#49.0#[[2, 1, 4], [4, 2, 5], [5, 2, 3], [3, 1, 0]]
51#1#2#1.0#50.0#[[1, 2, 4], [4, 1, 3], [3, 2, 0], [0, 1, 3], [3, 0, 5], [5, 0, 3], [3, 1, 0], [0, 0, 3], [3, 0, 5], [5, 0, 2]]
52#0#1#1.0#51.0#[[0, 0, 4], [4, 0, 1]]
53#2#0#1.0#52.0#[[2, 0, 4], [4, 2, 5], [5, 0, 2], [2, 2, 4], [4, 1, 3], [3, 1, 0]]
