date#training#left-handed#age#gender#participant#TrialNumber#from#to#ran#order#trial_data
2018_Apr_29_2111#False#False#21#female#35#1#0#1#1.0#0.0#[[0, 2, 4, 1.0724782250472344], [4, 0, 3, 2.176186228985898], [3, 0, 4, 0.33051753597101197], [4, 2, 1, 0.20823749096598476]]
2018_Apr_29_2111#False#False#21#female#35#2#0#1#1.0#1.0#[[0, 1, 4, 1.0951250810176134], [4, 0, 3, 0.1338200030149892], [3, 2, 5, 0.3879084479995072], [5, 2, 4, 0.8793611009605229], [4, 0, 3, 0.35869963600998744], [3, 2, 5, 0.6035445730085485], [5, 1, 3, 0.742590392997954], [3, 1, 0, 0.19565882999449968], [0, 1, 4, 0.6789042439777404], [4, 1, 5, 0.17423901497386396], [5, 1, 4, 0.33855272794608027], [4, 0, 3, 0.3604627890163101], [3, 0, 5, 0.18965396797284484], [5, 1, 4, 0.3376549429958686], [4, 1, 5, 1.1910787190427072], [5, 1, 2, 0.6259064420009963], [2, 1, 3, 0.404002063034568], [3, 1, 0, 0.23894984897924587], [0, 0, 3, 0.264824646001216], [3, 1, 4, 0.41725874604890123], [4, 1, 5, 0.4518524779705331], [5, 1, 3, 0.2763743550167419], [3, 1, 5, 0.26917790499283], [5, 1, 3, 0.3415436380309984], [3, 1, 0, 0.17925680201733485], [0, 1, 4, 0.134989260986913], [4, 1, 5, 0.22888786700787023], [5, 1, 2, 0.2388499429798685], [2, 1, 5, 0.34473147499375045], [5, 1, 2, 0.2063397109741345], [2, 0, 5, 0.025629411975387484], [5, 1, 2, 0.04434590501477942], [2, 1, 3, 0.1983665870502591], [3, 1, 0, 0.36172177200205624], [0, 1, 3, 0.1348190070129931], [3, 1, 5, 0.17242206103401259], [5, 1, 2, 0.3289357980247587], [2, 0, 5, 0.0791218169615604], [5, 2, 4, 0.3348252470022999], [4, 2, 3, 0.14069277798989788], [3, 2, 5, 0.1305806590244174], [5, 2, 4, 0.1765886580105871], [4, 2, 5, 0.17300351103767753], [5, 2, 4, 0.1937069940031506], [4, 2, 1, 0.22982461302308366]]
2018_Apr_29_2111#False#False#21#female#35#3#0#1#1.0#2.0#[[0, 0, 3, 2.8832636660081334], [3, 2, 4, 1.0161182850133628], [4, 0, 3, 0.7055402219993994], [3, 0, 5, 0.3763562349486165], [5, 2, 4, 0.3007448709686287], [4, 2, 1, 0.30751024500932544]]
2018_Apr_29_2111#False#False#21#female#35#4#0#1#1.0#3.0#[[0, 0, 3, 0.678437975991983], [3, 0, 4, 0.5663296600105241], [4, 0, 3, 1.2026424029609188], [3, 2, 5, 0.5326091780443676], [5, 2, 4, 0.08222837303765118], [4, 2, 1, 0.4260285469936207]]
2018_Apr_29_2111#False#False#21#female#35#5#0#1#1.0#4.0#[[0, 0, 3, 0.12018210004316643], [3, 0, 4, 0.5748523899819702], [4, 0, 3, 2.219042017997708], [3, 2, 0, 0.22725861601065844], [0, 2, 5, 0.061685380002018064], [5, 2, 3, 0.2785681409877725], [3, 2, 5, 0.34226377197774127], [5, 2, 4, 0.29996425699209794], [4, 0, 3, 0.5550833080196753], [3, 2, 5, 1.2316262170206755], [5, 2, 4, 0.41660941299051046], [4, 2, 5, 0.6828900530235842], [5, 2, 4, 0.36203829501755536], [4, 2, 5, 0.24657156999455765], [5, 0, 3, 0.17563912400510162], [3, 0, 4, 0.2122607950004749], [4, 2, 1, 0.07854022999526933]]
2018_Apr_29_2111#False#False#21#female#35#6#0#1#1.0#5.0#[[0, 0, 5, 0.9304093779646792], [5, 0, 3, 0.40743198001291603], [3, 0, 5, 0.13864315499085933], [5, 0, 3, 0.6006176780210808], [3, 2, 5, 0.10668701498070732], [5, 2, 4, 0.1785675979917869], [4, 2, 5, 0.28647603798890486], [5, 2, 4, 0.46242275199620053], [4, 2, 1, 0.3183002040022984]]
2018_Apr_29_2111#False#False#21#female#35#7#0#1#1.0#6.0#[[0, 2, 3, 0.5683894570101984], [3, 2, 5, 0.3327373450156301], [5, 2, 4, 0.33037424401845783], [4, 0, 1, 0.3761243539629504]]
2018_Apr_29_2111#False#False#21#female#35#8#0#1#1.0#7.0#[[0, 2, 5, 0.6801535819540732], [5, 2, 3, 0.31159388896776363], [3, 2, 5, 0.2539454150246456], [5, 0, 3, 0.43117478099884465], [3, 0, 5, 0.32067003299016505], [5, 2, 3, 0.6952513409778476], [3, 0, 4, 0.15770485199755058], [4, 0, 5, 0.4350433530053124], [5, 0, 3, 0.2926681200042367], [3, 0, 5, 0.3643854840192944], [5, 1, 2, 0.25698254903545603], [2, 1, 4, 0.24172608798835427], [4, 2, 5, 0.21182845800649375], [5, 2, 4, 0.4781910529709421], [4, 2, 1, 0.1578657729551196]]
2018_Apr_29_2111#False#False#21#female#35#9#0#1#1.0#8.0#[[0, 2, 5, 0.606751837010961], [5, 2, 4, 0.5616993810399435], [4, 2, 1, 0.7977333159651607]]
2018_Apr_29_2111#False#False#21#female#35#10#0#1#1.0#9.0#[[0, 2, 5, 0.3958266419940628], [5, 2, 4, 0.34273837198270485], [4, 2, 1, 0.2607015439425595]]
2018_Apr_29_2111#False#False#21#female#35#11#0#1#1.0#10.0#[[0, 2, 4, 0.4574479939765297], [4, 2, 1, 0.5385748819680884]]
2018_Apr_29_2111#False#False#21#female#35#12#0#1#1.0#11.0#[[0, 2, 5, 0.3636092360247858], [5, 2, 4, 0.5118966159643605], [4, 2, 1, 0.5742172170430422]]
2018_Apr_29_2111#False#False#21#female#35#13#0#1#1.0#12.0#[[0, 2, 4, 0.4379333279794082], [4, 2, 1, 0.2876118720159866]]
2018_Apr_29_2111#False#False#21#female#35#14#0#1#1.0#13.0#[[0, 2, 5, 0.6590816419920884], [5, 2, 4, 0.21990747196832672], [4, 2, 1, 0.21431577001931146]]
2018_Apr_29_2111#False#False#21#female#35#15#0#1#1.0#14.0#[[0, 2, 5, 0.6206282040220685], [5, 2, 4, 0.20641362998867407], [4, 2, 1, 0.15390604903222993]]
2018_Apr_29_2111#False#False#21#female#35#16#0#1#1.0#15.0#[[0, 2, 4, 0.9466966519830748], [4, 2, 1, 0.25516832701396197]]
2018_Apr_29_2111#False#False#21#female#35#17#0#1#1.0#16.0#[[0, 2, 5, 0.2760248979902826], [5, 2, 4, 0.364602261048276], [4, 2, 1, 0.16105845000129193]]
2018_Apr_29_2111#False#False#21#female#35#18#0#1#1.0#17.0#[[0, 2, 5, 0.34518017194932327], [5, 2, 2, 0.23012638004729524], [2, 2, 4, 0.048016102984547615], [4, 2, 1, 0.12932173896115273]]
2018_Apr_29_2111#False#False#21#female#35#19#0#1#1.0#18.0#[[0, 2, 4, 0.3870724000153132], [4, 2, 1, 0.27075915201567113]]
2018_Apr_29_2111#False#False#21#female#35#20#0#1#1.0#19.0#[[0, 2, 5, 0.4827871200395748], [5, 2, 3, 0.5224032119731419], [3, 2, 4, 1.1927188580157235], [4, 2, 1, 0.22751526802312583]]
2018_Apr_29_2111#False#False#21#female#35#21#0#1#1.0#20.0#[[0, 2, 5, 0.36905157600995153], [5, 2, 4, 0.15762121503939852], [4, 2, 5, 0.31531169899972156], [5, 2, 4, 0.24132432602345943], [4, 2, 1, 0.21134590997826308]]
2018_Apr_29_2111#False#False#21#female#35#22#0#1#1.0#21.0#[[0, 2, 5, 0.769764814991504], [5, 2, 3, 0.4214312179828994], [3, 2, 5, 0.21593536000000313], [5, 2, 4, 0.23445938603254035], [4, 2, 1, 0.31612670503091067]]
2018_Apr_29_2111#False#False#21#female#35#23#0#1#1.0#22.0#[[0, 1, 4, 0.8143734649638645], [4, 1, 5, 0.20813372102566063], [5, 1, 2, 0.2117105140350759], [2, 1, 5, 0.3415820979862474], [5, 1, 2, 0.331529479008168], [2, 1, 3, 0.2655608899658546], [3, 1, 0, 0.13001906598219648], [0, 1, 4, 0.03158066200558096], [4, 1, 3, 0.19365828903391957], [3, 0, 4, 0.7886543559725396], [4, 1, 3, 0.16799206100404263], [3, 1, 0, 0.4287749290233478], [0, 1, 4, 0.4542763700010255], [4, 1, 3, 0.06322040798841044], [3, 2, 5, 1.6149003989994526], [5, 2, 4, 1.0883158100186847], [4, 2, 1, 0.13570137502392754]]
2018_Apr_29_2111#False#False#21#female#35#24#0#1#1.0#23.0#[[0, 2, 5, 0.31336463696788996], [5, 2, 4, 0.20808853197377175], [4, 2, 1, 0.2509772229823284]]
2018_Apr_29_2111#False#False#21#female#35#25#0#1#1.0#24.0#[[0, 2, 3, 0.30388319498160854], [3, 2, 5, 0.23105747101362795], [5, 2, 4, 0.23282459704205394], [4, 2, 1, 0.49067874997854233]]
2018_Apr_29_2111#False#False#21#female#35#26#0#1#1.0#25.0#[[0, 2, 5, 0.34185171796707436], [5, 2, 2, 0.1876364920171909], [2, 2, 4, 0.2795962379896082], [4, 2, 1, 0.29535382299218327]]
2018_Apr_29_2111#False#False#21#female#35#27#0#1#1.0#26.0#[[0, 2, 5, 0.05015964398626238], [5, 2, 4, 0.2514983410364948], [4, 2, 1, 0.1564811659627594]]
2018_Apr_29_2111#False#False#21#female#35#28#0#1#1.0#27.0#[[0, 2, 5, 0.42942008801037446], [5, 2, 4, 0.22317917796317488], [4, 2, 1, 0.5695017479592934]]
2018_Apr_29_2111#False#False#21#female#35#29#0#1#1.0#28.0#[[0, 2, 4, 0.18547135300468653], [4, 2, 1, 0.40542759897653013]]
2018_Apr_29_2111#False#False#21#female#35#30#0#1#1.0#29.0#[[0, 2, 5, 0.9240603040088899], [5, 2, 4, 0.385922719957307], [4, 2, 1, 0.16568456101231277]]
2018_Apr_29_2111#False#False#21#female#35#31#0#1#1.0#30.0#[[0, 2, 5, 0.4539272599504329], [5, 2, 4, 0.22270461200969294], [4, 2, 1, 0.057290518016088754]]
