date#training#left-handed#age#gender#participant#TrialNumber#from#to#ran#order#trial_data
2018_Apr_14_1012#False#False#22#female#0#1#2#0#1.0#0.0#[[2, 0, 4, 19.586658812128007], [4, 0, 1, 0.7291416830848902], [1, 0, 3, 35.166377547895536], [3, 0, 0, 5.093530795071274]]
2018_Apr_14_1012#False#False#22#female#0#2#0#1#1.0#1.0#[[0, 1, 4, 10.87552483798936], [4, 2, 1, 19.368176015792415]]
2018_Apr_14_1012#False#False#22#female#0#3#1#2#1.0#2.0#[[1, 2, 4, 29.29959528404288], [4, 2, 1, 8.371466916054487], [1, 1, 5, 9.4787903719116], [5, 1, 2, 18.148885394912213]]
2018_Apr_14_1012#False#False#22#female#0#4#0#1#1.0#3.0#[[0, 0, 5, 23.11420146212913], [5, 0, 3, 18.6003729600925], [3, 0, 4, 18.823259792057797], [4, 0, 5, 6.749669812852517], [5, 1, 2, 9.588351079961285], [2, 2, 3, 3.734273332869634], [3, 1, 5, 0.8000386459752917], [5, 1, 2, 0.7386609448585659], [2, 1, 4, 0.5758671150542796], [4, 1, 5, 0.3718958618119359], [5, 2, 2, 0.26415797183290124], [2, 2, 4, 1.2649734679143876], [4, 2, 1, 0.8001710788812488]]
2018_Apr_14_1012#False#False#22#female#0#5#0#1#1.0#4.0#[[0, 1, 5, 42.102617028169334], [5, 0, 2, 17.024402868002653], [2, 0, 3, 3.360797483008355], [3, 2, 0, 12.042319698957726], [0, 2, 4, 2.3510335930623114], [4, 2, 1, 7.857536183902994]]
2018_Apr_14_1012#False#False#22#female#0#6#1#2#1.0#5.0#[[1, 1, 5, 37.9101512930356], [5, 1, 2, 7.50021819700487]]
2018_Apr_14_1012#False#False#22#female#0#7#2#0#1.0#6.0#[[2, 0, 5, 22.27142089395784], [5, 0, 2, 14.183761578984559], [2, 0, 3, 5.716549912001938], [3, 1, 5, 57.18969951290637], [5, 1, 2, 10.468029966112226], [2, 2, 4, 11.44163516187109], [4, 1, 1, 29.30299271713011], [1, 1, 5, 8.062846610089764], [5, 1, 2, 6.895210287999362], [2, 1, 4, 11.247187837027013], [4, 2, 1, 9.116912546101958], [1, 2, 3, 7.041922552045435], [3, 2, 0, 7.676046496024355]]
2018_Apr_14_1012#False#False#22#female#0#8#1#2#1.0#7.0#[[1, 1, 4, 18.167676565935835], [4, 1, 5, 0.40107413195073605], [5, 0, 4, 11.891651435988024], [4, 1, 5, 0.8226694609038532], [5, 1, 2, 14.71236316114664]]
2018_Apr_14_1012#False#False#22#female#0#9#2#0#1.0#8.0#[[2, 2, 4, 10.747086060000584], [4, 2, 1, 0.9971527578309178], [1, 2, 4, 1.3114611229393631], [4, 2, 1, 0.9730331068858504], [1, 2, 4, 4.264965018024668], [4, 2, 1, 2.8294620101805776], [1, 2, 4, 1.693219347158447], [4, 2, 1, 0.45925385993905365], [1, 0, 3, 15.036264464026317], [3, 0, 0, 13.59812738886103]]
2018_Apr_14_1012#False#False#22#female#0#10#1#2#1.0#9.0#[[1, 1, 3, 7.326754578854889], [3, 1, 0, 25.83723170403391], [0, 1, 4, 6.9316809619776905], [4, 1, 3, 4.9947199078742415], [3, 1, 0, 7.713091711979359], [0, 2, 3, 19.999763099942356], [3, 2, 0, 8.933293680893257], [0, 0, 3, 6.154113488970324], [3, 0, 4, 1.3605765020474792], [4, 0, 5, 1.0364333810284734], [5, 1, 4, 4.797269864007831], [4, 2, 5, 3.2599709071218967], [5, 0, 4, 0.8338607230689377], [4, 0, 1, 0.2427891360130161], [1, 0, 3, 0.5567407361231744], [3, 0, 4, 0.48968797200359404], [4, 0, 3, 0.6332526311744004], [3, 0, 5, 0.5546794049441814], [5, 0, 3, 0.6875834239181131], [3, 0, 0, 0.5425764902029186], [0, 0, 4, 3.052483431994915], [4, 0, 3, 10.010168907931075], [3, 0, 4, 2.82615611795336], [4, 0, 3, 7.4899266480933875], [3, 1, 4, 11.057531661819667], [4, 1, 5, 2.822658298071474], [5, 1, 4, 0.5821497831493616], [4, 1, 5, 0.2336617091204971], [5, 1, 2, 0.12352138198912144]]
2018_Apr_14_1012#False#False#22#female#0#11#2#0#1.0#10.0#[[2, 2, 3, 20.277809906983748], [3, 2, 0, 3.0402478529140353]]
