date#training#left-handed#age#gender#participant#TrialNumber#from#to#ran#order#trial_data
2018_Apr_28_1506#True#False#21#female#21#1#1#2#1.0#0.0#[[1, 2, 3, 6.7122109569609165], [3, 2, 4, 35.72761740500573], [4, 1, 3, 2.079717929009348], [3, 2, 5, 1.5180543820024468], [5, 0, 3, 0.9233224220224656], [3, 2, 5, 0.44076421798672527], [5, 2, 2, 0.29069121700013056]]
2018_Apr_28_1506#True#False#21#female#21#2#1#2#1.0#1.0#[[1, 2, 4, 0.533756886026822], [4, 2, 5, 0.6594276039977558], [5, 2, 2, 0.46038034901721403]]
2018_Apr_28_1506#True#False#21#female#21#3#0#1#1.0#2.0#[[0, 1, 5, 1.3367773719946854], [5, 1, 2, 0.88541654398432], [2, 1, 4, 0.6524666070472449], [4, 2, 5, 1.60524482303299], [5, 2, 2, 0.7747749669943005], [2, 2, 5, 0.4904734020237811], [5, 2, 2, 0.33011792099568993], [2, 1, 4, 0.9199803750379942], [4, 0, 5, 0.405737899011001], [5, 0, 3, 0.3205955160083249], [3, 0, 0, 0.03117231000214815], [0, 2, 3, 1.448941238981206], [3, 2, 4, 0.27285561099415645], [4, 2, 3, 0.25721356901340187], [3, 2, 0, 0.3303589890128933], [0, 2, 5, 0.4401276099961251], [5, 2, 3, 1.169734011986293], [3, 2, 4, 0.6774014509865083], [4, 1, 1, 1.1173916879924946]]
2018_Apr_28_1506#True#False#21#female#21#4#1#2#1.0#3.0#[[1, 2, 5, 0.8706772230216302], [5, 2, 2, 0.27862849400844425]]
2018_Apr_28_1506#True#False#21#female#21#5#2#0#1.0#4.0#[[2, 1, 4, 0.9297067139996216], [4, 1, 3, 0.38290180201875046], [3, 1, 0, 0.3066869649919681]]
2018_Apr_28_1506#True#False#21#female#21#6#1#2#1.0#5.0#[[1, 2, 3, 0.4292606110102497], [3, 2, 4, 0.41531622305046767], [4, 2, 3, 0.2813450850080699], [3, 2, 5, 0.44109633995685726], [5, 2, 2, 0.3789257309981622]]
2018_Apr_28_1506#True#False#21#female#21#7#0#1#1.0#6.0#[[0, 1, 5, 1.5702115949825384], [5, 1, 3, 0.6452515120035969], [3, 1, 0, 0.41383029299322516], [0, 2, 3, 0.4880539529840462], [3, 2, 5, 0.3198711359873414], [5, 2, 3, 0.32601658202474937], [3, 0, 5, 0.748342938022688], [5, 0, 3, 0.29689882800448686], [3, 0, 4, 0.23221452697180212], [4, 0, 5, 0.2580044030328281], [5, 0, 4, 0.3391192450071685], [4, 1, 1, 1.6088908299570903]]
2018_Apr_28_1506#True#False#21#female#21#8#2#0#1.0#7.0#[[2, 2, 5, 0.7023931710282341], [5, 2, 2, 0.46099093795055524], [2, 2, 5, 0.6055348879890516], [5, 1, 4, 1.0804336139699444], [4, 2, 3, 1.4073135920334607], [3, 1, 0, 0.9373096950002946]]
2018_Apr_28_1506#True#False#21#female#21#9#0#1#1.0#8.0#[[0, 2, 4, 0.4338838620460592], [4, 2, 3, 0.06752818101085722], [3, 2, 5, 0.24427576299058273], [5, 2, 2, 0.429376482963562], [2, 1, 4, 1.2151062419870868], [4, 2, 3, 0.344521627004724], [3, 2, 4, 0.27760762500111014], [4, 0, 3, 0.645367618999444], [3, 1, 0, 0.17398682900238782], [0, 1, 5, 0.23466782999457791], [5, 1, 4, 0.30051040498074144], [4, 1, 3, 0.2036049969610758], [3, 2, 0, 0.09473203698871657], [0, 2, 3, 0.04598146298667416], [3, 2, 0, 0.16741772199748084], [0, 2, 4, 1.4359744780231267], [4, 2, 3, 0.7885503940051422], [3, 1, 5, 0.287692004989367], [5, 1, 4, 0.3994457889930345], [4, 2, 3, 0.4025637970189564], [3, 2, 5, 0.893415518978145], [5, 2, 3, 2.2524240159546025], [3, 0, 4, 0.931446808972396], [4, 1, 1, 0.312565173022449]]
2018_Apr_28_1506#True#False#21#female#21#10#2#0#1.0#9.0#[[2, 1, 3, 1.818735259003006], [3, 2, 4, 0.9634354069712572], [4, 1, 1, 0.678912331990432], [1, 2, 5, 0.7342270790250041], [5, 1, 4, 0.3397548969951458], [4, 1, 1, 0.4734694949584082], [1, 1, 5, 0.6977074750466272], [5, 1, 4, 0.5522830759873614], [4, 2, 3, 1.372975217003841], [3, 1, 0, 1.0083393439999782]]
2018_Apr_28_1506#True#False#21#female#21#11#1#2#1.0#10.0#[[1, 1, 5, 0.9904162230086513], [5, 2, 3, 0.40961843100376427], [3, 1, 4, 0.9242919060052373], [4, 0, 3, 0.753861527016852], [3, 2, 5, 0.12663792801322415], [5, 2, 2, 1.6533545390120707]]
2018_Apr_28_1506#True#False#21#female#21#12#2#0#1.0#11.0#[[2, 2, 3, 1.3047974000219256], [3, 1, 0, 1.0546733369701542]]
2018_Apr_28_1506#True#False#21#female#21#13#0#1#1.0#12.0#[[0, 2, 5, 0.3464654959971085], [5, 2, 2, 0.2794150419649668], [2, 2, 5, 0.29533891699975356], [5, 2, 3, 0.4624372010002844], [3, 0, 0, 0.7105765489977784], [0, 1, 4, 0.021370564005337656], [4, 2, 3, 0.5438950739917345], [3, 0, 4, 0.10126702400157228], [4, 0, 5, 0.10899500898085535], [5, 0, 4, 0.17212208901764825], [4, 0, 5, 0.6406875679967925], [5, 1, 4, 0.23404047900112346], [4, 2, 3, 0.45992440095869824], [3, 2, 4, 0.18081379198702052], [4, 1, 1, 0.5128473740187474]]
2018_Apr_28_1506#True#False#21#female#21#14#0#1#1.0#13.0#[[0, 2, 3, 0.762617694970686], [3, 2, 0, 0.10265781002817675], [0, 2, 3, 0.14983044296968728], [3, 2, 5, 0.24300181702710688], [5, 2, 2, 0.4367732750251889], [2, 1, 3, 1.126780298014637], [3, 0, 4, 0.4040646049543284], [4, 2, 3, 0.039050341001711786], [3, 2, 5, 1.1051853700191714], [5, 1, 3, 0.8392741180141456], [3, 2, 0, 0.09654750500340015], [0, 2, 3, 0.1995272539788857], [3, 1, 0, 0.38685786799760535], [0, 0, 4, 0.8787929069949314], [4, 1, 1, 0.2458870999980718]]
2018_Apr_28_1506#True#False#21#female#21#15#2#0#1.0#14.0#[[2, 1, 4, 0.6428561659995466], [4, 1, 1, 0.7882013630005531], [1, 2, 5, 1.0391260199830867], [5, 0, 3, 0.2961063619586639], [3, 1, 0, 0.4872380719752982]]
