date#training#left-handed#age#gender#participant#TrialNumber#from#to#ran#order#trial_data
2018_Apr_15_1303#True#False#20#male#5#1#0#1#1.0#0.0#[[0, 2, 5, 8.771112082060426], [5, 0, 2, 7.710226607974619], [2, 2, 3, 2.6366732919123024], [3, 2, 4, 0.5080443448387086], [4, 1, 3, 1.202746826922521], [3, 1, 5, 1.428716868860647], [5, 1, 2, 1.0624740349594504], [2, 1, 3, 0.638407776132226], [3, 1, 5, 0.8317323818337172], [5, 0, 3, 0.856694693909958], [3, 0, 0, 0.3931682361289859], [0, 2, 5, 1.0210664779879153], [5, 0, 2, 0.6305888760834932], [2, 0, 3, 0.3276862930506468], [3, 0, 0, 0.3422965931240469], [0, 0, 3, 0.5317142440471798], [3, 0, 0, 0.5216051761526614], [0, 1, 3, 0.3039303799159825], [3, 0, 0, 0.3908318479079753], [0, 1, 5, 0.3227936930488795], [5, 1, 2, 0.4013535571284592], [2, 2, 4, 0.2998334530275315], [4, 2, 5, 0.4110799478366971], [5, 2, 3, 0.4140610669273883], [3, 2, 4, 0.3124290839768946], [4, 2, 3, 0.21476520597934723], [3, 0, 0, 0.2734683961607516], [0, 1, 3, 0.5540462620556355], [3, 1, 5, 0.4865777960512787], [5, 0, 4, 0.3741459751036018], [4, 0, 1, 0.13846887298859656]]
2018_Apr_15_1303#True#False#20#male#5#2#2#0#1.0#1.0#[[2, 2, 5, 3.116412395844236], [5, 1, 2, 0.43992435303516686], [2, 1, 3, 0.305341353174299], [3, 1, 0, 0.32041668496094644]]
2018_Apr_15_1303#True#False#20#male#5#3#2#0#1.0#2.0#[[2, 2, 5, 1.586336615961045], [5, 2, 3, 3.164034673012793], [3, 2, 4, 1.325934389140457], [4, 2, 5, 0.48306139395572245], [5, 2, 3, 3.378697937121615], [3, 2, 5, 0.5238722781650722], [5, 2, 3, 0.5699093909934163], [3, 2, 0, 0.293926864862442]]
2018_Apr_15_1303#True#False#20#male#5#4#0#1#1.0#3.0#[[0, 0, 5, 0.04960098792798817], [5, 1, 2, 0.5309476668480784], [2, 1, 5, 0.4485306949354708], [5, 0, 4, 0.2814738748129457], [4, 0, 1, 0.12125285505317152]]
2018_Apr_15_1303#True#False#20#male#5#5#1#2#1.0#4.0#[[1, 1, 4, 1.2513312138617039], [4, 1, 5, 0.4758032930549234], [5, 1, 2, 0.5078669360373169]]
2018_Apr_15_1303#True#False#20#male#5#6#0#1#1.0#5.0#[[0, 0, 3, 1.3505765008740127], [3, 1, 5, 0.5305741000920534], [5, 1, 3, 1.1517223061528057], [3, 1, 4, 1.0198767171241343], [4, 0, 3, 0.837742401054129], [3, 1, 5, 0.40681375400163233], [5, 0, 4, 0.5058290790766478], [4, 1, 5, 0.19267335697077215], [5, 0, 3, 0.23640447203069925], [3, 1, 5, 0.08662897790782154], [5, 0, 3, 0.20640211994759738], [3, 1, 0, 0.23350455495528877], [0, 0, 5, 0.8033727621659636], [5, 1, 2, 0.15826075291261077], [2, 0, 5, 0.5071524491067976], [5, 1, 2, 0.2583907679654658], [2, 0, 4, 0.3234985051676631], [4, 1, 5, 0.3458317688200623], [5, 0, 2, 0.44686778797768056], [2, 1, 3, 0.13563529588282108], [3, 0, 5, 1.0938124430831522], [5, 1, 2, 0.4369534330908209], [2, 0, 4, 3.366048007970676], [4, 1, 5, 0.3432767977938056], [5, 1, 2, 0.47685522795654833], [2, 0, 4, 0.7412345048505813], [4, 1, 5, 1.0585216050967574], [5, 0, 4, 2.0186297739855945], [4, 1, 1, 0.7712594280019403]]
2018_Apr_15_1303#True#False#20#male#5#7#1#2#1.0#6.0#[[1, 0, 3, 0.16287779714912176], [3, 0, 0, 0.735559563850984], [0, 0, 3, 1.6205574569758028], [3, 0, 0, 0.5577773728873581], [0, 0, 4, 2.922382028074935], [4, 1, 5, 0.7501165980938822], [5, 1, 2, 0.3704582080245018]]
2018_Apr_15_1303#True#False#20#male#5#8#1#2#1.0#7.0#[[1, 0, 5, 0.43466342403553426], [5, 1, 2, 0.5404354999773204]]
2018_Apr_15_1303#True#False#20#male#5#9#2#0#1.0#8.0#[[2, 0, 4, 0.8933907288592309], [4, 2, 3, 1.4125959670636803], [3, 1, 4, 2.6538414109963924], [4, 0, 1, 0.724249228136614], [1, 2, 5, 2.4261323700193316], [5, 1, 3, 0.9623669649008662], [3, 0, 0, 0.8058447600342333]]
2018_Apr_15_1303#True#False#20#male#5#10#1#2#1.0#9.0#[[1, 1, 3, 0.5162930060178041], [3, 2, 5, 0.6744737848639488], [5, 1, 2, 0.23459935211576521]]
2018_Apr_15_1303#True#False#20#male#5#11#2#0#1.0#10.0#[[2, 2, 3, 0.4559924239292741], [3, 0, 0, 0.4969045170582831]]
2018_Apr_15_1303#True#False#20#male#5#12#0#1#1.0#11.0#[[0, 0, 4, 0.4193975399248302], [4, 0, 1, 1.8377906570676714]]
2018_Apr_15_1303#True#False#20#male#5#13#0#1#1.0#12.0#[[0, 0, 5, 0.04177972301840782], [5, 0, 4, 0.9877397308591753], [4, 0, 1, 0.7027926139999181]]
2018_Apr_15_1303#True#False#20#male#5#14#2#0#1.0#13.0#[[2, 2, 4, 0.5931337929796427], [4, 0, 5, 0.9404075860511512], [5, 0, 2, 1.2174903808627278], [2, 0, 4, 0.4750452700536698], [4, 0, 1, 0.4750099158845842], [1, 1, 3, 0.8673741540405899], [3, 0, 0, 0.4352606749162078]]
2018_Apr_15_1303#True#False#20#male#5#15#1#2#1.0#14.0#[[1, 1, 4, 0.04878632607869804], [4, 2, 3, 0.778177727945149], [3, 2, 4, 0.2692918670363724], [4, 2, 3, 0.2777035920880735], [3, 0, 5, 0.7815749519504607], [5, 1, 4, 0.264772716909647], [4, 2, 3, 1.64909804193303], [3, 0, 0, 0.20068086893297732], [0, 1, 3, 0.03604915412142873], [3, 0, 0, 1.4541651960462332], [0, 0, 4, 0.4376968510914594], [4, 0, 5, 0.311431986046955], [5, 1, 3, 0.29368000105023384], [3, 0, 0, 1.124917838955298], [0, 0, 5, 0.27438451489433646], [5, 1, 3, 0.21905817301012576], [3, 2, 4, 0.28528475016355515], [4, 2, 3, 1.5573162960354239], [3, 1, 0, 0.4086672200355679], [0, 0, 4, 0.5718716948758811], [4, 0, 5, 0.23194554285146296], [5, 1, 2, 0.4580927020870149]]
