date#training#left-handed#age#gender#participant#TrialNumber#from#to#ran#order#trial_data
2018_Apr_22_1300#True#False#20#female#15#1#2#0#1.0#0.0#[[2, 2, 4, 2.035478151999996], [4, 2, 5, 0.2115449749999243], [5, 2, 4, 0.3501987409999856], [4, 0, 1, 30.970900416000404], [1, 1, 4, 7.350029119999817], [4, 1, 3, 2.6520588330004102], [3, 1, 5, 0.7623373790002006], [5, 1, 3, 3.0303463560003365], [3, 0, 4, 2.60603673300011], [4, 0, 1, 0.7180912920002811], [1, 0, 5, 0.38818075099970883], [5, 2, 4, 0.5116359889998421], [4, 2, 5, 0.21467284499976813], [5, 2, 2, 0.32912573399971734], [2, 2, 4, 0.07079731300018466], [4, 2, 3, 0.1594962580002175], [3, 2, 0, 0.36509497000042757]]
2018_Apr_22_1300#True#False#20#female#15#2#0#1#1.0#1.0#[[0, 2, 5, 0.5088936629999807], [5, 2, 2, 1.363573605000056], [2, 1, 4, 2.8391453759995784], [4, 1, 3, 0.5499857209997572], [3, 1, 4, 0.29118366700004117], [4, 1, 3, 0.178618730999915], [3, 1, 0, 0.35050228300042363], [0, 0, 5, 1.8113645110006473], [5, 0, 4, 0.5007300119996216], [4, 0, 5, 0.45941835699977673], [5, 0, 4, 0.42066494599930593], [4, 0, 1, 0.31895045900000696]]
2018_Apr_22_1300#True#False#20#female#15#3#0#1#1.0#2.0#[[0, 0, 5, 1.1772751999997126], [5, 0, 4, 2.444586225000421], [4, 0, 5, 0.6437565569995058], [5, 0, 4, 0.5494870869997612], [4, 0, 1, 0.4820144599998457]]
2018_Apr_22_1300#True#False#20#female#15#4#0#1#1.0#3.0#[[0, 1, 4, 1.4534541359998912], [4, 1, 3, 1.580961787999513], [3, 1, 4, 0.3836169169999266], [4, 1, 3, 0.23500908499954676], [3, 1, 5, 0.40495130399995105], [5, 1, 3, 0.21610041899930366], [3, 2, 4, 0.4505702040005417], [4, 2, 5, 0.33140164900032687], [5, 2, 4, 0.24108386599982623], [4, 0, 1, 0.9630901240007006]]
2018_Apr_22_1300#True#False#20#female#15#5#1#2#1.0#4.0#[[1, 2, 3, 0.026428940999721817], [3, 2, 0, 1.237148070999865], [0, 0, 4, 0.045838345999982266], [4, 0, 5, 0.31899908099967433], [5, 0, 4, 0.3816790000000765], [4, 0, 1, 0.24945668100008334], [1, 1, 4, 0.9865386009996655], [4, 1, 3, 0.44606928800021706], [3, 0, 0, 0.8063858250006888], [0, 0, 4, 0.16888896899945394], [4, 0, 5, 0.17350254999928438], [5, 0, 4, 0.24206413499996415], [4, 0, 1, 0.2919064420002542], [1, 0, 4, 0.9239148039996508], [4, 0, 3, 0.3694649909994041], [3, 0, 4, 0.4939687119995142], [4, 0, 1, 0.2771631189998516], [1, 0, 5, 0.4456609089993435], [5, 0, 2, 0.17484838600012154]]
2018_Apr_22_1300#True#False#20#female#15#6#2#0#1.0#5.0#[[2, 0, 3, 1.143141757000194], [3, 1, 5, 2.908056974999454], [5, 2, 3, 0.7681171510002969], [3, 2, 0, 0.803998646000764]]
2018_Apr_22_1300#True#False#20#female#15#7#1#2#1.0#6.0#[[1, 2, 3, 0.06624114499936695], [3, 2, 4, 1.2669376249996276], [4, 0, 1, 0.9301013840004089], [1, 2, 3, 0.6872230839999247], [3, 2, 0, 0.43070583600001555], [0, 2, 3, 0.6162328139998863], [3, 2, 0, 0.47411067100074433], [0, 2, 3, 0.9546240979998402], [3, 2, 0, 0.4706921329998295], [0, 2, 3, 0.40715961799924116], [3, 2, 0, 0.3220435980001639], [0, 0, 5, 0.48042090099988854], [5, 1, 4, 0.2960333549999632], [4, 1, 3, 0.4550154640000983], [3, 1, 5, 0.3361550879999413], [5, 0, 3, 0.4937371610003538], [3, 0, 0, 0.49325924000004306], [0, 0, 3, 0.5887943540001288], [3, 0, 0, 0.4402541999997993], [0, 0, 5, 0.49800146500001574], [5, 0, 4, 0.5290645249997397], [4, 0, 1, 0.5183700090001366], [1, 0, 5, 0.5245852970001579], [5, 0, 4, 0.29873286800011556], [4, 0, 1, 0.3695803740001793], [1, 0, 5, 0.5259254459997464], [5, 1, 2, 0.23615343199980998]]
2018_Apr_22_1300#True#False#20#female#15#8#0#1#1.0#7.0#[[0, 1, 4, 1.4258562059994802], [4, 1, 1, 0.8112374439997438]]
2018_Apr_22_1300#True#False#20#female#15#9#1#2#1.0#8.0#[[1, 0, 5, 1.5052248100000725], [5, 0, 4, 1.0069062160000612], [4, 2, 5, 0.18535169899951143], [5, 2, 2, 0.8212981200003924]]
2018_Apr_22_1300#True#False#20#female#15#10#1#2#1.0#9.0#[[1, 0, 4, 1.242877676999342], [4, 2, 5, 1.227640744999917], [5, 0, 4, 0.3730067409996991], [4, 2, 5, 0.521437533999233], [5, 2, 3, 0.3272853899998154], [3, 2, 4, 0.30914986500010855], [4, 2, 5, 0.24434288200063747], [5, 2, 3, 0.645478391999859], [3, 2, 0, 0.662040917000013], [0, 2, 3, 1.510017422000601], [3, 1, 0, 0.819695817000138], [0, 1, 4, 0.4457324149998385], [4, 1, 3, 0.19676582600004622], [3, 1, 5, 0.6160212909999245], [5, 0, 3, 0.20172403499964275], [3, 0, 4, 0.581065352999758], [4, 0, 1, 0.09638961299970106], [1, 0, 3, 0.4876718539999274], [3, 0, 4, 0.36746872599997005], [4, 0, 5, 0.1556743330002064], [5, 0, 4, 0.26491044199974567], [4, 0, 5, 0.23344816799999535], [5, 0, 4, 0.23539371399965603], [4, 0, 1, 0.27689251100036927], [1, 0, 4, 0.709687606999978], [4, 0, 1, 0.3800935079998453], [1, 0, 5, 0.3679946669999481], [5, 0, 4, 0.3801519860007829], [4, 2, 1, 0.4001356349999696], [1, 2, 3, 0.5070687190000172], [3, 2, 0, 0.28189141799975914], [0, 2, 3, 0.8413692119993357], [3, 2, 0, 0.5066556820002006], [0, 2, 3, 0.37765499299985095], [3, 2, 0, 0.7572187939995274], [0, 1, 4, 0.025994603999606625], [4, 1, 3, 0.22060458400028438], [3, 1, 0, 0.23109595400001126], [0, 1, 3, 0.3452572659998623], [3, 1, 5, 0.5661677239995697], [5, 0, 3, 0.7699099480005316], [3, 0, 5, 0.4462008150003385], [5, 0, 4, 0.21495825600050011], [4, 0, 1, 0.10550859499926446], [1, 0, 5, 0.5208809140003723], [5, 0, 4, 0.3990465339993534], [4, 0, 1, 0.29007348200048], [1, 0, 3, 0.37751074799962225], [3, 0, 4, 0.30937007000011363], [4, 0, 3, 0.2925529629992525], [3, 0, 4, 0.3002963799999634], [4, 0, 5, 0.10718920499948581], [5, 0, 4, 0.11469365300035861], [4, 0, 1, 0.07334872899991751], [1, 1, 4, 0.10597711299942603], [4, 1, 3, 0.2575070430002597], [3, 1, 0, 0.2986164710000594], [0, 1, 3, 0.20153495100021246], [3, 1, 5, 0.29269492799994623], [5, 2, 3, 0.132618263999575], [3, 2, 0, 0.2664146079996499], [0, 2, 3, 0.19498510700032057], [3, 2, 4, 0.2382279510002263], [4, 2, 5, 0.2160800060000838], [5, 2, 2, 0.5144831859997794]]
2018_Apr_22_1300#True#False#20#female#15#11#0#1#1.0#10.0#[[0, 0, 5, 3.31684528400001], [5, 0, 3, 0.63943706200007], [3, 0, 4, 0.5607649920002586], [4, 2, 5, 1.1408769609997762], [5, 2, 2, 0.7936974140002349], [2, 2, 5, 0.7970097030001853], [5, 2, 2, 0.5514408299995921], [2, 2, 5, 0.8445837979998032], [5, 1, 3, 0.533172745000229], [3, 1, 5, 0.39472532699983276], [5, 1, 3, 0.5653385760006131], [3, 1, 4, 0.2893770359996779], [4, 0, 3, 0.13718734200028848], [3, 0, 4, 0.23934675900000002], [4, 0, 3, 0.3209954049998487], [3, 1, 5, 1.0316941740002221], [5, 1, 3, 0.2645546390003801], [3, 1, 0, 0.21702414199990017], [0, 1, 4, 0.4595638279997729], [4, 1, 3, 0.3082267870004216], [3, 1, 4, 0.4196074480005336], [4, 1, 3, 0.6538325700003043], [3, 1, 5, 0.7102819380006622], [5, 1, 3, 0.6929299869998431], [3, 1, 5, 0.26057356000001164], [5, 2, 2, 0.01289116499992815], [2, 2, 4, 0.5755886360002478], [4, 2, 5, 0.18790774300032353], [5, 2, 3, 0.3277041450000979], [3, 2, 0, 0.46953958599988255], [0, 2, 3, 0.2377260760003992], [3, 2, 4, 0.35944189299971185], [4, 2, 5, 0.2843344929997329], [5, 2, 4, 0.6362863670001389], [4, 2, 5, 0.17362650799987023], [5, 2, 2, 0.3781275170003937], [2, 0, 4, 0.10982305400011683], [4, 0, 1, 0.2612580650002201]]
2018_Apr_22_1300#True#False#20#female#15#12#2#0#1.0#11.0#[[2, 0, 3, 2.6574185899999065], [3, 0, 4, 1.3998591540002963], [4, 0, 1, 1.2736248850005722], [1, 2, 5, 0.568883977999576], [5, 1, 3, 1.0771412770000097], [3, 0, 4, 1.0051989429994137], [4, 0, 1, 0.39919081200059736], [1, 0, 5, 1.1140860249997786], [5, 0, 4, 1.4396635299999616], [4, 2, 1, 0.44790441599980113], [1, 2, 3, 0.9610534169996754], [3, 2, 0, 0.8217082729997855]]
2018_Apr_22_1300#True#False#20#female#15#13#2#0#1.0#12.0#[[2, 2, 4, 1.6908299550004813], [4, 2, 3, 0.401015128999461], [3, 2, 0, 0.7240626379998503]]
2018_Apr_22_1300#True#False#20#female#15#14#1#2#1.0#13.0#[[1, 2, 5, 1.2136572239996894], [5, 2, 2, 0.23099614399961865]]
2018_Apr_22_1300#True#False#20#female#15#15#2#0#1.0#14.0#[[2, 2, 5, 0.4446488869998575], [5, 2, 2, 0.4379203400003462], [2, 2, 3, 0.311217263000799], [3, 2, 0, 0.20573465100005706]]
