TrialNumber#from#to#ran#order#trial_data
1#2#0#1.0#0.0#[[2, 2, 5], [5, 1, 2], [2, 2, 3], [3, 1, 5], [5, 2, 3], [3, 0, 0]]
2#0#1#1.0#1.0#[[0, 2, 4], [4, 1, 1]]
3#2#0#1.0#2.0#[[2, 1, 5], [5, 1, 2], [2, 0, 4], [4, 2, 3], [3, 0, 4], [4, 2, 1], [1, 0, 3], [3, 2, 0]]
4#0#1#1.0#3.0#[[0, 2, 5], [5, 1, 2], [2, 1, 5], [5, 1, 2], [2, 2, 4], [4, 0, 1]]
5#1#2#1.0#4.0#[[1, 2, 4], [4, 1, 5], [5, 0, 4], [4, 0, 1], [1, 0, 5], [5, 2, 3], [3, 1, 5], [5, 2, 4], [4, 0, 3], [3, 2, 4], [4, 2, 3], [3, 1, 5], [5, 1, 2]]
6#0#1#1.0#5.0#[[0, 2, 5], [5, 2, 3], [3, 0, 4], [4, 0, 3], [3, 0, 4], [4, 0, 1]]
7#2#0#1.0#6.0#[[2, 0, 4], [4, 2, 1], [1, 1, 4], [4, 0, 3], [3, 2, 0]]
8#2#0#1.0#7.0#[[2, 0, 4], [4, 1, 5], [5, 0, 4], [4, 1, 5], [5, 1, 2], [2, 0, 4], [4, 1, 5], [5, 1, 2], [2, 2, 3], [3, 2, 0]]
9#2#0#1.0#8.0#[[2, 0, 5], [5, 0, 3], [3, 0, 4], [4, 1, 1], [1, 2, 4], [4, 1, 5], [5, 1, 2], [2, 2, 3], [3, 0, 4], [4, 1, 5], [5, 2, 3], [3, 2, 0]]
10#0#1#1.0#9.0#[[0, 0, 4], [4, 1, 5], [5, 0, 4], [4, 0, 1]]
11#1#2#1.0#10.0#[[1, 1, 5], [5, 2, 3], [3, 2, 0], [0, 0, 4], [4, 2, 1], [1, 2, 4], [4, 2, 3], [3, 2, 4], [4, 2, 3], [3, 2, 0], [0, 1, 3], [3, 0, 4], [4, 2, 3], [3, 0, 5], [5, 1, 2]]
12#0#1#1.0#11.0#[[0, 0, 3], [3, 0, 4], [4, 2, 5], [5, 1, 2], [2, 1, 5], [5, 1, 4], [4, 2, 3], [3, 1, 0], [0, 2, 3], [3, 2, 0], [0, 2, 3], [3, 1, 5], [5, 0, 4], [4, 0, 3], [3, 0, 4], [4, 1, 5], [5, 2, 2], [2, 2, 3], [3, 1, 4], [4, 1, 1]]
13#1#2#1.0#12.0#[[1, 2, 4], [4, 0, 1], [1, 1, 3], [3, 1, 4], [4, 2, 3], [3, 1, 0], [0, 1, 3], [3, 2, 4], [4, 0, 3], [3, 2, 4], [4, 2, 3], [3, 1, 5], [5, 0, 4], [4, 0, 1], [1, 1, 5], [5, 0, 4], [4, 1, 5], [5, 0, 3], [3, 1, 0], [0, 1, 5], [5, 2, 2]]
14#0#1#1.0#13.0#[[0, 2, 5], [5, 1, 2], [2, 2, 3], [3, 0, 4], [4, 2, 5], [5, 2, 2], [2, 2, 4], [4, 1, 5], [5, 0, 4], [4, 2, 3], [3, 0, 4], [4, 0, 1]]
15#1#2#1.0#14.0#[[1, 2, 5], [5, 1, 4], [4, 2, 3], [3, 1, 0], [0, 2, 4], [4, 1, 5], [5, 0, 2]]
16#1#2#1.0#15.0#[[1, 2, 5], [5, 2, 3], [3, 0, 5], [5, 0, 4], [4, 2, 3], [3, 2, 0], [0, 0, 4], [4, 2, 1], [1, 1, 3], [3, 1, 4], [4, 2, 3], [3, 2, 0], [0, 2, 5], [5, 1, 2]]
17#2#0#1.0#16.0#[[2, 0, 4], [4, 2, 1], [1, 2, 5], [5, 0, 2], [2, 1, 4], [4, 2, 5], [5, 2, 3], [3, 2, 0]]
18#2#0#1.0#17.0#[[2, 0, 4], [4, 1, 5], [5, 1, 4], [4, 2, 3], [3, 2, 0]]
19#1#2#1.0#18.0#[[1, 2, 4], [4, 1, 3], [3, 0, 4], [4, 0, 1], [1, 0, 5], [5, 2, 2]]
20#0#1#1.0#19.0#[[0, 2, 3], [3, 2, 4], [4, 0, 1]]
21#1#2#1.0#20.0#[[1, 1, 5], [5, 0, 4], [4, 2, 5], [5, 0, 4], [4, 0, 3], [3, 1, 4], [4, 1, 1], [1, 2, 4], [4, 1, 1], [1, 1, 3], [3, 0, 4], [4, 1, 5], [5, 2, 3], [3, 0, 4], [4, 1, 5], [5, 2, 4], [4, 1, 5], [5, 0, 4], [4, 1, 3], [3, 0, 4], [4, 0, 5], [5, 2, 4], [4, 1, 5], [5, 0, 4], [4, 0, 3], [3, 0, 5], [5, 1, 2]]
22#1#2#1.0#21.0#[[1, 0, 5], [5, 2, 3], [3, 0, 4], [4, 1, 5], [5, 1, 2]]
23#1#2#1.0#22.0#[[1, 0, 5], [5, 0, 4], [4, 0, 1], [1, 1, 3], [3, 1, 5], [5, 0, 4], [4, 1, 1], [1, 2, 4], [4, 1, 1], [1, 0, 5], [5, 0, 2]]
24#1#2#1.0#23.0#[[1, 2, 4], [4, 1, 1], [1, 1, 3], [3, 2, 4], [4, 1, 1], [1, 1, 3], [3, 2, 0], [0, 2, 5], [5, 1, 2]]
25#0#1#1.0#24.0#[[0, 2, 3], [3, 0, 5], [5, 2, 4], [4, 1, 5], [5, 0, 2], [2, 1, 5], [5, 2, 3], [3, 0, 5], [5, 2, 3], [3, 2, 4], [4, 0, 1]]
26#1#2#1.0#25.0#[[1, 0, 5], [5, 0, 3], [3, 0, 4], [4, 0, 1], [1, 0, 5], [5, 2, 3], [3, 2, 0], [0, 2, 5], [5, 1, 2]]
27#1#2#1.0#26.0#[[1, 0, 5], [5, 0, 4], [4, 1, 5], [5, 0, 4], [4, 2, 5], [5, 1, 2]]
28#0#1#1.0#27.0#[[0, 2, 5], [5, 1, 2], [2, 0, 5], [5, 1, 2], [2, 1, 5], [5, 1, 2], [2, 2, 3], [3, 2, 4], [4, 0, 5], [5, 2, 2], [2, 2, 4], [4, 0, 1]]
29#2#0#1.0#28.0#[[2, 1, 3], [3, 0, 4], [4, 1, 5], [5, 2, 3], [3, 1, 5], [5, 2, 2], [2, 2, 3], [3, 0, 4], [4, 0, 3], [3, 2, 0]]
30#0#1#1.0#29.0#[[0, 2, 4], [4, 2, 3], [3, 0, 4], [4, 1, 3], [3, 2, 0], [0, 1, 3], [3, 2, 0], [0, 1, 5], [5, 1, 4], [4, 1, 5], [5, 0, 4], [4, 2, 5], [5, 2, 3], [3, 1, 5], [5, 2, 2], [2, 2, 3], [3, 0, 4], [4, 2, 3], [3, 2, 0], [0, 0, 4], [4, 1, 1]]
31#0#1#1.0#30.0#[[0, 0, 4], [4, 2, 3], [3, 0, 4], [4, 2, 3], [3, 2, 4], [4, 0, 3], [3, 0, 4], [4, 1, 1]]
